chat_text,emotion,text_response
How are you handling the waves of sadness?,grief,"It's like being caught in a storm. Some moments, the sadness crashes over me, and other moments, there's a brief calm."
that will make him so happy.,neutral,i'll get him one of those little dogs.
"well, she'll probably just give me my invitation later on today.",neutral,"yeah, so are you planning on going?"
"never better, thanks.",curiosity,so how have you been lately?
what a great song.,neutral,"how about ""let it be?"""
i'm not sleeping on that sheet.,neutral,"well, just call the front desk. they'll give us new sheets."
have you gone to school today?,neutral,i went to school today. did you go to school?
Have you ever had a moment of epiphany that changed your perspective on life?,realization,"Yes, I had a moment of realization where I understood that life is precious and fleeting, and it's up to us to make the most of every moment and cherish the people we love."
a car that was owned by a little old lady.,neutral,where have you looked?
why is that?,neutral,there was a bomb threat at the airport.
i'll give it back to you in a couple of minutes.,neutral,maybe we should put it in a plastic bag to keep it clean.
are you going to be buried next to each other?,neutral,"oh, no. our ashes will be shaken into the ocean."
i'm not being nosey. i'm just asking.,neutral,i really don't think it's any of your business.
i'll say. my girlfriend has a nose like a drug dog.,neutral,did she catch you using drugs?
that's too bad.,anger,my mother was hurt and angry.
my brother is allergic to peanuts.,admiration,that's not good.
it gets worse every year.,neutral,why are you complaining? we're going almost 20 miles an hour.
"finally, you put the ball into a hole in the ground.",neutral,"you do this 18 times, because there are 18 holes."
i'm stuffed.,neutral,of course you are. you ate everything on the table.
did you get free food?,neutral,i ate free cheese and meat every day.
"yeah, maybe next time.",neutral,i'll hold you to that.
i wonder if every language has jokes.,admiration,of course! people everywhere like good jokes.
don't you ever wonder what it's like to be super-smart?,neutral,it must be very lonely.
what are we going to do?,curiosity,about what?
"do it quickly, please, so i can change channels during commercials.",neutral,i'll give it back to you in a couple of minutes.
Guess what! I got accepted into my dream college!,excitement,That's amazing! Congratulations! I'm so happy for you!
i love all their songs.,admiration,i don't know which one i like the best.
i never miss the food and drink section.,neutral,i gave a subscription to my parents.
what did she say?,amusement,she laughed! she didn't believe me.
it's a flying zoo!,desire,i wish i could afford first class seats.
it was like the real thing.,neutral,it was like being there?
that will cost him some money.,neutral,"yes, about $7 million."
I'm about to propose to my partner.,nervousness,"That's a big moment! It's natural to feel nervous, but trust in your love for each other. Take a deep breath and go for it!"
Were you expecting the unexpected arrival of your long-lost relative at your doorstep?,surprise,"No, it was a complete surprise! I hadn't seen them in years, so it was really unexpected."
what do you mean?,neutral,i buried him with his cell phone.
Were you sad about not being able to attend a long-awaited event due to unforeseen circumstances?,sadness,"Yes, it's really disappointing to miss out on something I was looking forward to for so long."
"well, of course i want to go when the weather is nice.",neutral,"yes, you don't want to travel in winter storms."
"yes, it starts at 7 p.m.",neutral,can we get tickets?
"she has light brown eyes, absolutely beautiful.",neutral,i think i know who you're talking about.
"they will drop the new steak on the floor, step on it, and then spit on it.",annoyance,you're crazy.
"well whatever, i'm glad you came.",neutral,so am i.
what's the matter? this is a nice room.,admiration,"maybe the room is nice, but not the bed."
get one with the rubber suction cups on the bottom.,approval,yes. that way it will stay where i put it.
you're forgetting about the bathroom.,optimism,i'm going to just hope that the bathroom is clean.
do you know what movie you're going to watch?,neutral,"i don't know, but was there a certain movie you wanted to see?"
you're right. that movie is hilarious.,neutral,i didn't think you saw that movie.
let's go to your home.,neutral,we can watch my dvd.
"maybe you should, just in case it gets colder.",neutral,i'll put a glove in each pocket.
that sounds like a nice date.,neutral,"yes, it was pleasant."
i usually eat a simple salad.,curiosity,what do you put in it?
i don't know. i think it's old age.,confusion,"if it's old age, why don't both of your hands hurt?"
what are you getting for your mom?,curiosity,what are you talking about?
what's on tv?,neutral,nothing.
i think it's an old people's smell.,admiration,really?
so you have seen her around?,approval,"yes, i have."
working.,neutral,"i would've come to see you sooner, but i've been busy too."
"well, i can always pull over.",gratitude,"no, thank you, i'll just wait."
hopefully it will.,neutral,how come?
I'm about to attend a networking event where I don't know anyone.,nervousness,"Networking events can be nerve-wracking, but also great opportunities for connections. Just be yourself, smile, and approach people with genuine interest."
i feel like chinese.,admiration,that sounds delicious.
is it raining right now?,disapproval,no.
how much have you gained?,neutral,three pounds just this month.
"i found a spot, but someone cut in and took it from me.",neutral,did you yell at them?
Were you anxious about the health test results?,relief,"Yes, but they came back negative. I'm relieved it was nothing serious."
How do you feel about not being there for your sibling's graduation ceremony?,remorse,I regret not attending such a significant milestone in their life. I feel a deep sense of remorse for not showing my support and am committed to making it up to them.
just wait until you're 50 years old.,neutral,dating will be the furthest thing from my mind.
did you have a date friday night?,neutral,"yes, in fact, i did."
i can't get a single channel.,neutral,do you have a digital tv?
Did you manage to resolve the conflict with your coworker?,relief,"Yes, we had a productive discussion, and we're on good terms now. I'm relieved the tension is gone."
and then we can go to my home.,neutral,and watch your dvd.
the point of what?,neutral,of living.
i wish my eyes were blue.,neutral,what's the matter with green eyes?
"but, mom, i'm not dirty.",neutral,you need a bath every day.
do you know what today is?,neutral,"yes, it's april 22."
i got laid off last week.,neutral,just you?
i love salads.,neutral,me too.
